"account","n_res","n_oth","yrs_res_all","yrs_oth_all","yrs_res_min","yrs_oth_min","yrs_res_max","yrs_oth_max"
"0620490010016",1,0,"2014",NA,2014,NA,2014,NA
"0620490030001",1,0,"2006",NA,2006,NA,2006,NA
"0620490030002",1,0,"2007",NA,2007,NA,2007,NA
"0620490030011",2,0,"2012",NA,2012,NA,2012,NA
"0620490050001",1,0,"2006",NA,2006,NA,2006,NA
"0620490050023",1,0,"2011",NA,2011,NA,2011,NA
"0620490060008",1,0,"2009",NA,2009,NA,2009,NA
"0620490060009",1,0,"2008",NA,2008,NA,2008,NA
"0620490060010",1,0,"2012",NA,2012,NA,2012,NA
"0620490070006",2,0,"2011, 2012",NA,2011,NA,2012,NA
"0620490070014",1,0,"2012",NA,2012,NA,2012,NA
"0620490100008",1,0,"2009",NA,2009,NA,2009,NA
"0620490100010",1,0,"2014",NA,2014,NA,2014,NA
"0620520020013",1,0,"2012",NA,2012,NA,2012,NA
"0620520020016",1,0,"2005",NA,2005,NA,2005,NA
"0620520020018",1,0,"2008",NA,2008,NA,2008,NA
"0620520030011",1,0,"2009",NA,2009,NA,2009,NA
"0620520030012",1,0,"2008",NA,2008,NA,2008,NA
"0620520040019",1,0,"2014",NA,2014,NA,2014,NA
"0620530020001",1,0,"2010",NA,2010,NA,2010,NA
"0620530050002",1,0,"2009",NA,2009,NA,2009,NA
"0620530070004",1,0,"2012",NA,2012,NA,2012,NA
"0620530080003",1,0,"2009",NA,2009,NA,2009,NA
"0620540010008",1,0,"2014",NA,2014,NA,2014,NA
"0620540140012",1,0,"2009",NA,2009,NA,2009,NA
"0620540170009",1,0,"2009",NA,2009,NA,2009,NA
"0620540180003",1,0,"2008",NA,2008,NA,2008,NA
"0620540180017",1,0,"2013",NA,2013,NA,2013,NA
"0620540210004",1,0,"2009",NA,2009,NA,2009,NA
"0620550000005",1,0,"2008",NA,2008,NA,2008,NA
"0620550000008",1,0,"2013",NA,2013,NA,2013,NA
"0620550000018",1,0,"2011",NA,2011,NA,2011,NA
"0620560000001",0,1,NA,"2012",NA,2012,NA,2012
"0620570000003",1,0,"2013",NA,2013,NA,2013,NA
"0620570000005",1,0,"2010",NA,2010,NA,2010,NA
"0620570000017",1,0,"2011",NA,2011,NA,2011,NA
"0620570000023",2,0,"2011",NA,2011,NA,2011,NA
"0620580000008",1,0,"2015",NA,2015,NA,2015,NA
"0620590000013",1,0,"2015",NA,2015,NA,2015,NA
"0620610000003",1,0,"2015",NA,2015,NA,2015,NA
"0620610000007",1,0,"2015",NA,2015,NA,2015,NA
"0620620000008",1,0,"2014",NA,2014,NA,2014,NA
"0620630000012",1,0,"2014",NA,2014,NA,2014,NA
"0620640000008",3,0,"2014, 2015",NA,2014,NA,2015,NA
"0620640000014",2,0,"2014",NA,2014,NA,2014,NA
"0620640000015",1,0,"2007",NA,2007,NA,2007,NA
"0620660000001",1,0,"2011",NA,2011,NA,2011,NA
"0620660000004",1,0,"2011",NA,2011,NA,2011,NA
"0620660000012",1,0,"2013",NA,2013,NA,2013,NA
"0620670000006",1,0,"2015",NA,2015,NA,2015,NA
"0620670000014",1,0,"2014",NA,2014,NA,2014,NA
"0620680000018",1,0,"2013",NA,2013,NA,2013,NA
"0620690000005",1,0,"2009",NA,2009,NA,2009,NA
"0620690000006",1,0,"2010",NA,2010,NA,2010,NA
"0620690000007",1,0,"2014",NA,2014,NA,2014,NA
"0620690000013",1,0,"2012",NA,2012,NA,2012,NA
"0620690000014",1,0,"2011",NA,2011,NA,2011,NA
"0620700000005",1,0,"2008",NA,2008,NA,2008,NA
"0620700000007",1,0,"2008",NA,2008,NA,2008,NA
"0620700000013",1,0,"2013",NA,2013,NA,2013,NA
"0620700000015",1,0,"2008",NA,2008,NA,2008,NA
"0620700000018",1,0,"2007",NA,2007,NA,2007,NA
"0620710000001",1,0,"2011",NA,2011,NA,2011,NA
"0620710000011",1,0,"2013",NA,2013,NA,2013,NA
"0620710000015",1,0,"2009",NA,2009,NA,2009,NA
"0620710000016",1,0,"2015",NA,2015,NA,2015,NA
"0620710000018",1,0,"2015",NA,2015,NA,2015,NA
"0620720000003",1,0,"2015",NA,2015,NA,2015,NA
"0620720000004",1,0,"2006",NA,2006,NA,2006,NA
"0620720000006",1,0,"2007",NA,2007,NA,2007,NA
"0620720000009",2,0,"2007, 2008",NA,2007,NA,2008,NA
"0620720000018",1,0,"2007",NA,2007,NA,2007,NA
"0620730000002",1,0,"2007",NA,2007,NA,2007,NA
"0620730000003",1,0,"2010",NA,2010,NA,2010,NA
"0620730000007",1,0,"2007",NA,2007,NA,2007,NA
"0620730000010",1,0,"2014",NA,2014,NA,2014,NA
"0620730000018",1,0,"2010",NA,2010,NA,2010,NA
"0620730000019",1,0,"2015",NA,2015,NA,2015,NA
"0620740000006",1,0,"2009",NA,2009,NA,2009,NA
"0620750000001",1,0,"2009",NA,2009,NA,2009,NA
"0620750000013",0,1,NA,"2015",NA,2015,NA,2015
"0620770000001",1,0,"2009",NA,2009,NA,2009,NA
"0620770000014",1,0,"2009",NA,2009,NA,2009,NA
"0620820000005",1,0,"2015",NA,2015,NA,2015,NA
"0620870000014",1,0,"2008",NA,2008,NA,2008,NA
"0620880000010",1,0,"2008",NA,2008,NA,2008,NA
"0620900000009",1,0,"2012",NA,2012,NA,2012,NA
"0620930000018",2,0,"2010, 2012",NA,2010,NA,2012,NA
"0621030000016",1,0,"2014",NA,2014,NA,2014,NA
"0621050000011",1,0,"2013",NA,2013,NA,2013,NA
"0621080000030",1,0,"2009",NA,2009,NA,2009,NA
"0621100000010",1,0,"2010",NA,2010,NA,2010,NA
"0621100000013",1,0,"2015",NA,2015,NA,2015,NA
"0621230000018",1,0,"2011",NA,2011,NA,2011,NA
"0621240000007",1,0,"2016",NA,2016,NA,2016,NA
"0621300000002",1,0,"2014",NA,2014,NA,2014,NA
"0621300000003",1,0,"2012",NA,2012,NA,2012,NA
"0621330190002",1,0,"2013",NA,2013,NA,2013,NA
"0621330190005",1,0,"2013",NA,2013,NA,2013,NA
"0621350000012",1,0,"2014",NA,2014,NA,2014,NA
"0621390000015",4,0,"2013",NA,2013,NA,2013,NA
"0621470090005",1,0,"2008",NA,2008,NA,2008,NA
"0621500160004",0,1,NA,"2009",NA,2009,NA,2009
"0621530220003",1,0,"2008",NA,2008,NA,2008,NA
"0621550260002",1,0,"2014",NA,2014,NA,2014,NA
"0621560270014",1,0,"2010",NA,2010,NA,2010,NA
"0621590320009",1,0,"2009",NA,2009,NA,2009,NA
"0621630390004",1,0,"2008",NA,2008,NA,2008,NA
"0621630400005",1,0,"2012",NA,2012,NA,2012,NA
"0621660450008",1,0,"2009",NA,2009,NA,2009,NA
"0621660450012",0,1,NA,"2015",NA,2015,NA,2015
"0621660450014",0,1,NA,"2015",NA,2015,NA,2015
"0621670480010",1,0,"2010",NA,2010,NA,2010,NA
"0621690520008",1,0,"2005",NA,2005,NA,2005,NA
"0621710560001",1,0,"2014",NA,2014,NA,2014,NA
"0621740620004",1,0,"2009",NA,2009,NA,2009,NA
"0621770680003",1,0,"2007",NA,2007,NA,2007,NA
"0621830790002",1,0,"2008",NA,2008,NA,2008,NA
"0621940010004",1,0,"2014",NA,2014,NA,2014,NA
"0621980010003",1,0,"2014",NA,2014,NA,2014,NA
"0621980020039",1,0,"2013",NA,2013,NA,2013,NA
"0621980020053",1,0,"2014",NA,2014,NA,2014,NA
"0621980020059",1,0,"2015",NA,2015,NA,2015,NA
"0621980020065",2,0,"2015",NA,2015,NA,2015,NA
"0621980030005",1,0,"2012",NA,2012,NA,2012,NA
"0621980030010",1,0,"2012",NA,2012,NA,2012,NA
"0621980040001",1,0,"2007",NA,2007,NA,2007,NA
"0621980040005",1,0,"2009",NA,2009,NA,2009,NA
"0621980040015",1,0,"2016",NA,2016,NA,2016,NA
"0621980040018",1,0,"2013",NA,2013,NA,2013,NA
"0621980040019",1,0,"2013",NA,2013,NA,2013,NA
"0622000020006",1,0,"2014",NA,2014,NA,2014,NA
"0622000070011",1,0,"2008",NA,2008,NA,2008,NA
"0622000090002",1,0,"2013",NA,2013,NA,2013,NA
"0622000100001",1,0,"2009",NA,2009,NA,2009,NA
"0622020030010",1,0,"2012",NA,2012,NA,2012,NA
"0622020050001",1,0,"2011",NA,2011,NA,2011,NA
"0622020050003",1,0,"2011",NA,2011,NA,2011,NA
"0622040010016",1,0,"2012",NA,2012,NA,2012,NA
"0622040020019",1,0,"2009",NA,2009,NA,2009,NA
"0622040030033",1,0,"2008",NA,2008,NA,2008,NA
"0622060070025",1,0,"2015",NA,2015,NA,2015,NA
"0622060080008",1,0,"2010",NA,2010,NA,2010,NA
"0622060080010",2,0,"2010, 2012",NA,2010,NA,2012,NA
"0622060080011",1,0,"2010",NA,2010,NA,2010,NA
"0622060080012",1,0,"2010",NA,2010,NA,2010,NA
"0622060080018",1,0,"2012",NA,2012,NA,2012,NA
"0622060080019",1,0,"2011",NA,2011,NA,2011,NA
"0622060080020",1,0,"2010",NA,2010,NA,2010,NA
"0622060080021",2,0,"2010, 2011",NA,2010,NA,2011,NA
"0622060080022",1,0,"2010",NA,2010,NA,2010,NA
"0622060090008",1,0,"2013",NA,2013,NA,2013,NA
"0622080140022",1,0,"2013",NA,2013,NA,2013,NA
"0622080140023",1,0,"2011",NA,2011,NA,2011,NA
"0622080140030",1,0,"2011",NA,2011,NA,2011,NA
"0622090160008",1,0,"2011",NA,2011,NA,2011,NA
"0622090160009",1,0,"2010",NA,2010,NA,2010,NA
"0622100000001",1,0,"2011",NA,2011,NA,2011,NA
"0622120070006",1,0,"2014",NA,2014,NA,2014,NA
"0622150000004",1,0,"2011",NA,2011,NA,2011,NA
"0622160060004",1,0,"2013",NA,2013,NA,2013,NA
"0622160080012",1,0,"2016",NA,2016,NA,2016,NA
"0622180020007",1,0,"2007",NA,2007,NA,2007,NA
"0622180020008",1,0,"2006",NA,2006,NA,2006,NA
"0622180020015",1,0,"2008",NA,2008,NA,2008,NA
"0622180040004",1,0,"2009",NA,2009,NA,2009,NA
"0622180040008",1,0,"2009",NA,2009,NA,2009,NA
"0630010010006",1,1,"2014","2013",2014,2013,2014,2013
"0630030030001",1,0,"2010",NA,2010,NA,2010,NA
"0630050010013",1,0,"2011",NA,2011,NA,2011,NA
"0630090030010",1,0,"2010",NA,2010,NA,2010,NA
"0630090030011",1,0,"2010",NA,2010,NA,2010,NA
"0630090030012",1,0,"2010",NA,2010,NA,2010,NA
"0630090060001",0,2,NA,"2010",NA,2010,NA,2010
"0630140030006",1,0,"2014",NA,2014,NA,2014,NA
"0630140040003",1,0,"2013",NA,2013,NA,2013,NA
"0630140040006",1,0,"2015",NA,2015,NA,2015,NA
"0630140040007",0,1,NA,"2015",NA,2015,NA,2015
"0630140040009",1,0,"2012",NA,2012,NA,2012,NA
"0630170020001",1,0,"2010",NA,2010,NA,2010,NA
"0630190060001",1,0,"2012",NA,2012,NA,2012,NA
"0630190070001",1,0,"2014",NA,2014,NA,2014,NA
"0630190080001",1,0,"2009",NA,2009,NA,2009,NA
"0630210020009",1,0,"2014",NA,2014,NA,2014,NA
"0630210020011",1,0,"2011",NA,2011,NA,2011,NA
"0630210030005",1,0,"2011",NA,2011,NA,2011,NA
"0630210040001",0,1,NA,"2011",NA,2011,NA,2011
"0630210050019",1,0,"2012",NA,2012,NA,2012,NA
"0630220080001",1,0,"2008",NA,2008,NA,2008,NA
"0630230110007",1,0,"2010",NA,2010,NA,2010,NA
"0630230120011",1,0,"2007",NA,2007,NA,2007,NA
"0630230140001",1,0,"2016",NA,2016,NA,2016,NA
"0630270010006",1,0,"2006",NA,2006,NA,2006,NA
"0630270010014",1,0,"2011",NA,2011,NA,2011,NA
"0630270020002",1,0,"2009",NA,2009,NA,2009,NA
"0630270020003",1,0,"2011",NA,2011,NA,2011,NA
"0630270020005",1,0,"2007",NA,2007,NA,2007,NA
"0630270020009",1,0,"2014",NA,2014,NA,2014,NA
"0630270020017",2,0,"2008",NA,2008,NA,2008,NA
"0630270020025",1,0,"2015",NA,2015,NA,2015,NA
"0630270020029",1,0,"2007",NA,2007,NA,2007,NA
"0630270020041",1,0,"2009",NA,2009,NA,2009,NA
"0630270030008",1,0,"2009",NA,2009,NA,2009,NA
"0630270030009",1,0,"2007",NA,2007,NA,2007,NA
"0630270030015",1,0,"2015",NA,2015,NA,2015,NA
"0630270030018",1,0,"2007",NA,2007,NA,2007,NA
"0630270030023",1,0,"2008",NA,2008,NA,2008,NA
"0630270030028",1,0,"2015",NA,2015,NA,2015,NA
"0630270030029",2,0,"2008",NA,2008,NA,2008,NA
"0630270040013",1,0,"2006",NA,2006,NA,2006,NA
"0630270040022",1,0,"2012",NA,2012,NA,2012,NA
"0630270040025",1,0,"2006",NA,2006,NA,2006,NA
"0630270040026",1,0,"2016",NA,2016,NA,2016,NA
"0630270040028",1,0,"2007",NA,2007,NA,2007,NA
"0630270040030",1,0,"2008",NA,2008,NA,2008,NA
"0630270040031",1,0,"2008",NA,2008,NA,2008,NA
"0630270040035",2,0,"2009",NA,2009,NA,2009,NA
"0630320110010",1,0,"2009",NA,2009,NA,2009,NA
"0630320150024",1,0,"2008",NA,2008,NA,2008,NA
"0630320150034",1,0,"2008",NA,2008,NA,2008,NA
"0630330200013",1,0,"2012",NA,2012,NA,2012,NA
"0630330280040",1,0,"2010",NA,2010,NA,2010,NA
"0630330320008",1,0,"2007",NA,2007,NA,2007,NA
"0630340350018",1,0,"2007",NA,2007,NA,2007,NA
"0630340360004",1,0,"2015",NA,2015,NA,2015,NA
"0630340370001",1,0,"2014",NA,2014,NA,2014,NA
"0630340430012",1,0,"2008",NA,2008,NA,2008,NA
"0630340440026",1,0,"2008",NA,2008,NA,2008,NA
"0630390000004",1,0,"2007",NA,2007,NA,2007,NA
"0630390000010",1,0,"2007",NA,2007,NA,2007,NA
"0630390000016",1,0,"2013",NA,2013,NA,2013,NA
"0630390000025",1,0,"2015",NA,2015,NA,2015,NA
"0630390000031",1,0,"2008",NA,2008,NA,2008,NA
"0630390000033",2,0,"2009, 2010",NA,2009,NA,2010,NA
"0630390010001",1,0,"2015",NA,2015,NA,2015,NA
"0630430020012",1,0,"2008",NA,2008,NA,2008,NA
"0630430030007",1,0,"2014",NA,2014,NA,2014,NA
"0630430030014",1,0,"2013",NA,2013,NA,2013,NA
"0630430030015",0,1,NA,"2012",NA,2012,NA,2012
"0630430040007",1,0,"2010",NA,2010,NA,2010,NA
"0630430070027",1,0,"2008",NA,2008,NA,2008,NA
"0630430120025",1,0,"2006",NA,2006,NA,2006,NA
"0630430140011",1,0,"2014",NA,2014,NA,2014,NA
"0630430150011",1,0,"2014",NA,2014,NA,2014,NA
"0630430150014",1,0,"2012",NA,2012,NA,2012,NA
"0630440170024",1,0,"2013",NA,2013,NA,2013,NA
"0630440200016",1,0,"2010",NA,2010,NA,2010,NA
"0630440210001",1,0,"2008",NA,2008,NA,2008,NA
"0630440210029",1,0,"2008",NA,2008,NA,2008,NA
"0630440280021",1,0,"2013",NA,2013,NA,2013,NA
"0630440320014",1,0,"2014",NA,2014,NA,2014,NA
"0630450370025",1,0,"2012",NA,2012,NA,2012,NA
"0630450420009",1,0,"2011",NA,2011,NA,2011,NA
"0630470020087",1,0,"2006",NA,2006,NA,2006,NA
"0630470050048",1,0,"2013",NA,2013,NA,2013,NA
"0630500040038",0,1,NA,"2015",NA,2015,NA,2015
"0630500070022",1,0,"2013",NA,2013,NA,2013,NA
"0630510010033",0,1,NA,"2010",NA,2010,NA,2010
"0630530000024",1,0,"2015",NA,2015,NA,2015,NA
"0630530000036",1,0,"2015",NA,2015,NA,2015,NA
"0630530000050",1,0,"2014",NA,2014,NA,2014,NA
"0630530000056",1,0,"2012",NA,2012,NA,2012,NA
"0630530000137",0,1,NA,"2009",NA,2009,NA,2009
"0630530000162",1,0,"2005",NA,2005,NA,2005,NA
"0630540000014",1,0,"2009",NA,2009,NA,2009,NA
"0630540000042",1,0,"2009",NA,2009,NA,2009,NA
"0630540000055",1,0,"2009",NA,2009,NA,2009,NA
"0630540000056",1,0,"2009",NA,2009,NA,2009,NA
"0630540000143",1,0,"2010",NA,2010,NA,2010,NA
"0630540000165",1,0,"2009",NA,2009,NA,2009,NA
"0630630000001",1,0,"2009",NA,2009,NA,2009,NA
"0630630000019",1,0,"2013",NA,2013,NA,2013,NA
"0630630000035",1,0,"2013",NA,2013,NA,2013,NA
"0630630000037",1,0,"2008",NA,2008,NA,2008,NA
"0630630000038",1,0,"2013",NA,2013,NA,2013,NA
"0630630000060",1,0,"2013",NA,2013,NA,2013,NA
"0630630000062",1,0,"2015",NA,2015,NA,2015,NA
"0630630000068",1,0,"2010",NA,2010,NA,2010,NA
"0630630000072",1,0,"2015",NA,2015,NA,2015,NA
"0630630000074",1,0,"2015",NA,2015,NA,2015,NA
"0630630000077",1,0,"2013",NA,2013,NA,2013,NA
"0630630000086",1,0,"2014",NA,2014,NA,2014,NA
"0630630000094",0,1,NA,"2008",NA,2008,NA,2008
"0630630000097",1,0,"2013",NA,2013,NA,2013,NA
"0630630000111",1,0,"2008",NA,2008,NA,2008,NA
"0630630000112",1,0,"2015",NA,2015,NA,2015,NA
"0630630000122",1,0,"2015",NA,2015,NA,2015,NA
"0630630000174",1,0,"2015",NA,2015,NA,2015,NA
"0630630000183",1,0,"2008",NA,2008,NA,2008,NA
"0630650040005",1,0,"2009",NA,2009,NA,2009,NA
"0630670130010",1,0,"2006",NA,2006,NA,2006,NA
"0630670160002",1,0,"2011",NA,2011,NA,2011,NA
"0630670170002",1,0,"2011",NA,2011,NA,2011,NA
"0630710360005",1,0,"2010",NA,2010,NA,2010,NA
"0630710360012",1,0,"2011",NA,2011,NA,2011,NA
"0630730530005",1,0,"2013",NA,2013,NA,2013,NA
"0630730580013",1,0,"2015",NA,2015,NA,2015,NA
"0630730580014",1,0,"2008",NA,2008,NA,2008,NA
"0630730580048",1,0,"2010",NA,2010,NA,2010,NA
"0630730590004",1,0,"2008",NA,2008,NA,2008,NA
"0630730590037",0,1,NA,"2009",NA,2009,NA,2009
"0630730590090",1,0,"2008",NA,2008,NA,2008,NA
"0630730600031",1,0,"2008",NA,2008,NA,2008,NA
"0630730600034",1,0,"2008",NA,2008,NA,2008,NA
"0630730610018",0,1,NA,"2009",NA,2009,NA,2009
"0630740660004",0,2,NA,"2009, 2012",NA,2009,NA,2012
"0630740670012",1,0,"2013",NA,2013,NA,2013,NA
"0630740670015",1,0,"2014",NA,2014,NA,2014,NA
"0630740680008",0,1,NA,"2014",NA,2014,NA,2014
"0630740720008",0,1,NA,"2013",NA,2013,NA,2013
"0630740730001",1,0,"2013",NA,2013,NA,2013,NA
"0630740740008",1,0,"2013",NA,2013,NA,2013,NA
"0630740770020",1,0,"2007",NA,2007,NA,2007,NA
"0630750010015",2,0,"2014",NA,2014,NA,2014,NA
"0630750010024",0,1,NA,"2015",NA,2015,NA,2015
"0630750020006",1,0,"2013",NA,2013,NA,2013,NA
"0630750020009",1,0,"2013",NA,2013,NA,2013,NA
"0630750030003",1,0,"2013",NA,2013,NA,2013,NA
"0630750030006",1,0,"2013",NA,2013,NA,2013,NA
"0630750030008",1,0,"2011",NA,2011,NA,2011,NA
"0630750030016",1,0,"2014",NA,2014,NA,2014,NA
"0630760040003",1,0,"2007",NA,2007,NA,2007,NA
"0630760040005",1,0,"2014",NA,2014,NA,2014,NA
"0630760040013",2,0,"2014",NA,2014,NA,2014,NA
"0630760050003",1,0,"2016",NA,2016,NA,2016,NA
"0630830020002",1,0,"2011",NA,2011,NA,2011,NA
"0630830020010",1,0,"2014",NA,2014,NA,2014,NA
"0630890040019",1,0,"2014",NA,2014,NA,2014,NA
"0630910050011",1,0,"2012",NA,2012,NA,2012,NA
"0630950040003",1,0,"2015",NA,2015,NA,2015,NA
"0631010010005",0,1,NA,"2006",NA,2006,NA,2006
"0631030020012",0,1,NA,"2005",NA,2005,NA,2005
"0631110030007",1,0,"2015",NA,2015,NA,2015,NA
"0631150040011",1,0,"2009",NA,2009,NA,2009,NA
"0631150050003",1,0,"2008",NA,2008,NA,2008,NA
"0631150070009",1,0,"2012",NA,2012,NA,2012,NA
"0631150080019",1,0,"2006",NA,2006,NA,2006,NA
"0631150080021",1,0,"2013",NA,2013,NA,2013,NA
"0631150090005",1,0,"2011",NA,2011,NA,2011,NA
"0631150110009",1,0,"2014",NA,2014,NA,2014,NA
"0631150140001",1,0,"2012",NA,2012,NA,2012,NA
"0631150160002",1,0,"2013",NA,2013,NA,2013,NA
"0631150200009",1,0,"2015",NA,2015,NA,2015,NA
"0631150210005",1,0,"2009",NA,2009,NA,2009,NA
"0631150220009",1,0,"2012",NA,2012,NA,2012,NA
"0631150250021",0,1,NA,"2015",NA,2015,NA,2015
"0631160010016",1,0,"2009",NA,2009,NA,2009,NA
"0631160020007",1,0,"2014",NA,2014,NA,2014,NA
"0631160040017",1,0,"2016",NA,2016,NA,2016,NA
"0631160050026",0,1,NA,"2015",NA,2015,NA,2015
"0631160060004",1,0,"2014",NA,2014,NA,2014,NA
"0631170010003",1,0,"2012",NA,2012,NA,2012,NA
"0631420000053",1,0,"2012",NA,2012,NA,2012,NA
"0631430000021",1,0,"2010",NA,2010,NA,2010,NA
"0631430000080",1,0,"2011",NA,2011,NA,2011,NA
"0631460000024",1,0,"2012",NA,2012,NA,2012,NA
"0631490000024",1,0,"2016",NA,2016,NA,2016,NA
"0631490000028",1,0,"2006",NA,2006,NA,2006,NA
"0631610000003",1,0,"2011",NA,2011,NA,2011,NA
"0631610000005",1,0,"2009",NA,2009,NA,2009,NA
"0631610000007",1,0,"2009",NA,2009,NA,2009,NA
"0631610000063",1,0,"2012",NA,2012,NA,2012,NA
"0631610000076",1,0,"2012",NA,2012,NA,2012,NA
"0631660010020",1,0,"2015",NA,2015,NA,2015,NA
"0631670040009",2,0,"2015",NA,2015,NA,2015,NA
"0631670040010",1,0,"2015",NA,2015,NA,2015,NA
"0631670050004",1,0,"2006",NA,2006,NA,2006,NA
"0640010000013",1,0,"2012",NA,2012,NA,2012,NA
"0640010000035",1,0,"2009",NA,2009,NA,2009,NA
"0640010000043",1,0,"2009",NA,2009,NA,2009,NA
"0640090000015",0,1,NA,"2012",NA,2012,NA,2012
"0640110000070",1,0,"2007",NA,2007,NA,2007,NA
"0640110000103",1,0,"2007",NA,2007,NA,2007,NA
"0640110000288",1,0,"2010",NA,2010,NA,2010,NA
"0640110000289",1,0,"2007",NA,2007,NA,2007,NA
"0640110000397",1,0,"2015",NA,2015,NA,2015,NA
"0640110000425",0,1,NA,"2015",NA,2015,NA,2015
"0640150000035",0,1,NA,"2008",NA,2008,NA,2008
"0640160020011",0,3,NA,"2016",NA,2016,NA,2016
"0640170010003",1,0,"2013",NA,2013,NA,2013,NA
"0640170040006",2,0,"2010",NA,2010,NA,2010,NA
"0640190010004",1,0,"2009",NA,2009,NA,2009,NA
"0640190020015",1,0,"2014",NA,2014,NA,2014,NA
"0640190030006",2,0,"2012",NA,2012,NA,2012,NA
"0640190040001",1,0,"2007",NA,2007,NA,2007,NA
"0640190040009",1,0,"2011",NA,2011,NA,2011,NA
"0640190050006",1,0,"2012",NA,2012,NA,2012,NA
"0640190060001",1,0,"2006",NA,2006,NA,2006,NA
"0640210010002",1,0,"2011",NA,2011,NA,2011,NA
"0640230000019",0,1,NA,"2010",NA,2010,NA,2010
"0640230000031",1,0,"2011",NA,2011,NA,2011,NA
"0640230010132",1,0,"2012",NA,2012,NA,2012,NA
"0640230010174",1,0,"2007",NA,2007,NA,2007,NA
"0640250000117",1,0,"2015",NA,2015,NA,2015,NA
"0640250000157",1,0,"2014",NA,2014,NA,2014,NA
"0640250000165",1,0,"2014",NA,2014,NA,2014,NA
"0640270000043",0,2,NA,"2015",NA,2015,NA,2015
"0640330030001",1,0,"2011",NA,2011,NA,2011,NA
"0640340040001",1,0,"2013",NA,2013,NA,2013,NA
"0640340040005",1,0,"2012",NA,2012,NA,2012,NA
"0640340040006",1,0,"2010",NA,2010,NA,2010,NA
"0640340040010",1,0,"2013",NA,2013,NA,2013,NA
"0640340050003",1,0,"2013",NA,2013,NA,2013,NA
"0640340060018",1,0,"2014",NA,2014,NA,2014,NA
"0640350100013",1,0,"2013",NA,2013,NA,2013,NA
"0640360140009",1,0,"2013",NA,2013,NA,2013,NA
"0640360140012",2,0,"2013",NA,2013,NA,2013,NA
"0640360150010",1,0,"2013",NA,2013,NA,2013,NA
"0640390010007",1,0,"2013",NA,2013,NA,2013,NA
"0640450000001",0,2,NA,"2006, 2010",NA,2006,NA,2010
"0640450000010",0,1,NA,"2006",NA,2006,NA,2006
"0640450000016",1,0,"2012",NA,2012,NA,2012,NA
"0640450000082",0,1,NA,"2012",NA,2012,NA,2012
"0640450000107",0,1,NA,"2006",NA,2006,NA,2006
"0640450000243",0,1,NA,"2006",NA,2006,NA,2006
"0640490020001",2,0,"2009",NA,2009,NA,2009,NA
"0640490040004",1,0,"2011",NA,2011,NA,2011,NA
"0640490060001",1,0,"2015",NA,2015,NA,2015,NA
"0640490060005",1,0,"2015",NA,2015,NA,2015,NA
"0640510000023",1,0,"2006",NA,2006,NA,2006,NA
"0640510000032",1,0,"2008",NA,2008,NA,2008,NA
"0640510000042",1,0,"2011",NA,2011,NA,2011,NA
"0640520000012",1,0,"2013",NA,2013,NA,2013,NA
"0640520000045",0,1,NA,"2012",NA,2012,NA,2012
"0640520000046",0,1,NA,"2012",NA,2012,NA,2012
"0640570020038",1,0,"2012",NA,2012,NA,2012,NA
"0640570040012",1,0,"2011",NA,2011,NA,2011,NA
"0640570040014",0,1,NA,"2012",NA,2012,NA,2012
"0640570050026",1,0,"2011",NA,2011,NA,2011,NA
"0640690050039",0,1,NA,"2010",NA,2010,NA,2010
"0640720000001",0,1,NA,"2010",NA,2010,NA,2010
"0640720000002",0,1,NA,"2010",NA,2010,NA,2010
"0640720000004",1,0,"2011",NA,2011,NA,2011,NA
"0640730000017",1,0,"2013",NA,2013,NA,2013,NA
"0640730000043",0,1,NA,"2014",NA,2014,NA,2014
"0640750000003",1,0,"2014",NA,2014,NA,2014,NA
"0640750000006",1,0,"2011",NA,2011,NA,2011,NA
"0640750000013",1,0,"2015",NA,2015,NA,2015,NA
"0640760000012",1,0,"2013",NA,2013,NA,2013,NA
"0640760000019",1,0,"2008",NA,2008,NA,2008,NA
"0640790010007",1,0,"2015",NA,2015,NA,2015,NA
"0640850070002",1,0,"2009",NA,2009,NA,2009,NA
"0640850070003",1,0,"2009",NA,2009,NA,2009,NA
"0640850090004",1,0,"2009",NA,2009,NA,2009,NA
"0640850090007",1,0,"2009",NA,2009,NA,2009,NA
"0640850090008",1,0,"2009",NA,2009,NA,2009,NA
"0640870010007",1,0,"2008",NA,2008,NA,2008,NA
"0640870010025",1,0,"2009",NA,2009,NA,2009,NA
"0640870010030",1,0,"2007",NA,2007,NA,2007,NA
"0640870010032",1,0,"2009",NA,2009,NA,2009,NA
"0640870020007",1,0,"2014",NA,2014,NA,2014,NA
"0640870020011",1,0,"2009",NA,2009,NA,2009,NA
"0640870020017",1,0,"2014",NA,2014,NA,2014,NA
"0640870020020",1,0,"2009",NA,2009,NA,2009,NA
"0640880000019",1,0,"2011",NA,2011,NA,2011,NA
"0640880010001",1,0,"2010",NA,2010,NA,2010,NA
"0640890000003",1,0,"2006",NA,2006,NA,2006,NA
"0640890000020",1,0,"2013",NA,2013,NA,2013,NA
"0640900060004",1,0,"2015",NA,2015,NA,2015,NA
"0640900060005",1,0,"2011",NA,2011,NA,2011,NA
"0640900060013",1,0,"2009",NA,2009,NA,2009,NA
"0640910070005",1,0,"2012",NA,2012,NA,2012,NA
"0640910070009",1,0,"2014",NA,2014,NA,2014,NA
