,account,permitID,agencyID,permitStatus,desc,stateClass,permitType,propertyType,issueDate,year,siteNo,sitePrefix,siteStreet,siteType,siteSuffix,siteApt
,account,permitID,ERROR: KEY NOT FOUND,ERROR: KEY NOT FOUND,desc,ERROR: KEY NOT FOUND,permitTypeDesc,ERROR: KEY NOT FOUND,issueDate,year,siteNo,sitePrefix,siteStreet,siteType,siteSuffix,siteApt
12,11010000001,1422106,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,ERROR: KEY NOT FOUND,Commercial Demolition,ERROR: KEY NOT FOUND,10/03/2014,2015,1618,NA,TEXAS,NA,ST,BLD A
13,11010000001,1422107,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,ERROR: KEY NOT FOUND,Commercial Demolition,ERROR: KEY NOT FOUND,10/03/2014,2015,1618,NA,TEXAS,NA,ST,BLD B
14,11360000001,933310,CITY OF HOUSTON,Complete,DEMO NON-LOAD BEARING/NON-FIRE WALL,ERROR: KEY NOT FOUND,Commercial Demolition,ERROR: KEY NOT FOUND,08/03/2004,2005,1021,NA,MAIN,NA,ST,NA
15,11570000008,1405458,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Commercial Demolition,ERROR: KEY NOT FOUND,06/03/2014,2015,609,NA,CHENEVERT,NA,ST,NA
16,11570000008,1406612,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,ERROR: KEY NOT FOUND,Commercial Demolition,ERROR: KEY NOT FOUND,06/17/2014,2015,609,NA,CHENEVERT,NA,ST,NA
17,11570000009,1405460,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Commercial Demolition,ERROR: KEY NOT FOUND,06/03/2014,2015,607,NA,CHENEVERT,NA,ST,NA
18,11570000009,1406614,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,ERROR: KEY NOT FOUND,Commercial Demolition,ERROR: KEY NOT FOUND,06/17/2014,2015,607,NA,CHENEVERT,NA,ST,NA
19,11770000005,1277502,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,ERROR: KEY NOT FOUND,Commercial Demolition,ERROR: KEY NOT FOUND,07/11/2011,2012,801,NA,CHARTRES,NA,ST,NA
20,11770000006,1127238,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,ERROR: KEY NOT FOUND,Commercial Demolition,ERROR: KEY NOT FOUND,10/12/2007,2008,815,NA,CHARTRES,NA,ST,NA
21,12150000003,1291030,CITY OF HOUSTON,Complete,DEMO BLD / SEWER DISC,ERROR: KEY NOT FOUND,Commercial Demolition,ERROR: KEY NOT FOUND,11/21/2011,2012,2301,NA,MCKINNEY,NA,ST,NA
22,12330000006,1299109,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,02/08/2012,2013,1121,NA,CHARTRES,NA,ST,NA
23,12430000009,1172030,CITY OF HOUSTON,Complete,DEMO COMM BLD/SEWER DISC,ERROR: KEY NOT FOUND,Commercial Demolition,ERROR: KEY NOT FOUND,11/12/2008,2009,1101,NA,MAIN,NA,ST,NA
24,12440000001,1356711,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,ERROR: KEY NOT FOUND,Commercial Demolition,ERROR: KEY NOT FOUND,06/05/2013,2014,1110,NA,MAIN,NA,ST,NA
25,12570000001,1250330,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,ERROR: KEY NOT FOUND,Commercial Demolition,ERROR: KEY NOT FOUND,11/24/2010,2012,711,NA,POLK,NA,ST,NA
26,12600000001,1126644,CITY OF HOUSTON,Complete,DEMO PARKING LOT,ERROR: KEY NOT FOUND,Commercial Demolition,ERROR: KEY NOT FOUND,08/07/2007,2008,1201,NA,MAIN,NA,ST,NA
27,12610000009,1126646,CITY OF HOUSTON,Complete,DEMO PARKING LOT,ERROR: KEY NOT FOUND,Commercial Demolition,ERROR: KEY NOT FOUND,08/07/2007,2008,1201,NA,FANNIN,NA,ST,NA
28,12620000001,1126645,CITY OF HOUSTON,Complete,DEMO PARKING LOT,ERROR: KEY NOT FOUND,Commercial Demolition,ERROR: KEY NOT FOUND,08/07/2007,2008,1201,NA,SAN JACINTO,NA,ST,NA
29,12630000008,1125864,CITY OF HOUSTON,Complete,DEMO COMM/SEWER DISC,ERROR: KEY NOT FOUND,Commercial Demolition,ERROR: KEY NOT FOUND,05/09/2007,2008,1211,NA,CAROLINE,NA,ST,NA
30,12630000008,1125871,CITY OF HOUSTON,Complete,DEMO COMM/SEWER DISC,ERROR: KEY NOT FOUND,Commercial Demolition,ERROR: KEY NOT FOUND,05/09/2007,2008,1215,NA,CAROLINE,NA,ST,NA
31,12630000008,1125872,CITY OF HOUSTON,Complete,DEMO COMM/SEWER DISC,ERROR: KEY NOT FOUND,Commercial Demolition,ERROR: KEY NOT FOUND,05/09/2007,2008,1217,NA,CAROLINE,NA,ST,NA
32,20020000019,1381667,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Commercial Demolition,ERROR: KEY NOT FOUND,12/31/2013,2015,2002,NA,DALLAS,NA,ST,NA
33,20140000001,1314261,CITY OF HOUSTON,Complete,DEMO OF NON-LOAD BEARING NON-FIRE RATED PARTITIONS,ERROR: KEY NOT FOUND,Commercial Demolition,ERROR: KEY NOT FOUND,06/28/2012,2013,1301,NA,FANNIN,NA,ST,745
34,20240000006,1414010,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Commercial Demolition,ERROR: KEY NOT FOUND,08/13/2014,2015,2103,NA,BELL,NA,ST,NA
35,20340000009,1401054,CITY OF HOUSTON,Incomplete,DEMO BLD/SEWER DISC,ERROR: KEY NOT FOUND,Commercial Demolition,ERROR: KEY NOT FOUND,05/19/2014,2016,1410,NA,BELL,NA,ST,NA
36,20400000001,1127261,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,10/16/2007,2008,2213,NA,LEELAND,NA,ST,NA
37,20400000002,1126228,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Commercial Demolition,ERROR: KEY NOT FOUND,06/25/2007,2008,1514,NA,BASTROP,NA,ST,NA
38,20400000002,1126230,CITY OF HOUSTON,Complete,DEMO RES /SEWER DISC,ERROR: KEY NOT FOUND,Commercial Demolition,ERROR: KEY NOT FOUND,06/25/2007,2008,1510,NA,BASTROP,NA,ST,NA
39,20400000002,1127225,CITY OF HOUSTON,Complete,DEMO RES/ SEWER DISC,ERROR: KEY NOT FOUND,Commercial Demolition,ERROR: KEY NOT FOUND,10/10/2007,2008,1506,NA,BASTROP,NA,ST,NA
40,20410000001,1413621,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC (GARAGE ONLY),ERROR: KEY NOT FOUND,Commercial Demolition,ERROR: KEY NOT FOUND,08/06/2014,2015,1512,NA,HUTCHINS,NA,ST,NA
41,20410000001,1413622,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Commercial Demolition,ERROR: KEY NOT FOUND,08/06/2014,2015,2113,NA,LEELAND,NA,ST,NA
42,20410000001,1414835,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Commercial Demolition,ERROR: KEY NOT FOUND,08/26/2014,2015,1512,NA,HUTCHINS,NA,ST,NA
43,20420000006,1260829,CITY OF HOUSTON,Complete,DEMO COM/SEWER DISC,ERROR: KEY NOT FOUND,Commercial Demolition,ERROR: KEY NOT FOUND,02/21/2011,2012,2011,NA,LEELAND,NA,ST,NA
44,20480000002,1401055,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,ERROR: KEY NOT FOUND,Commercial Demolition,ERROR: KEY NOT FOUND,05/19/2014,2015,1521,NA,AUSTIN,NA,ST,100
45,20480000002,1402144,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,ERROR: KEY NOT FOUND,Commercial Demolition,ERROR: KEY NOT FOUND,05/19/2014,2015,1521,NA,AUSTIN,NA,ST,NA
46,20480000002,1402145,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,ERROR: KEY NOT FOUND,Commercial Demolition,ERROR: KEY NOT FOUND,05/19/2014,2015,1521,NA,AUSTIN,NA,ST,SHELL
47,20490000017,1428634,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Commercial Demolition,ERROR: KEY NOT FOUND,08/20/2014,2015,1302,NA,LEELAND,NA,ST,NA
48,20560000006,1250776,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,12/03/2010,2011,2201,NA,PEASE,NA,ST,NA
49,20560000006,1250997,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,12/07/2010,2011,2203,NA,PEASE,NA,ST,#2
50,20560000006,1250999,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,12/07/2010,2011,2201,NA,PEASE,NA,ST,#3
51,20560000006,1251090,CITY OF HOUSTON,Complete,DEMO RES/ SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,12/08/2010,2011,2201,NA,PEASE,NA,ST,2
52,20650000008,1234735,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,ERROR: KEY NOT FOUND,Commercial Demolition,ERROR: KEY NOT FOUND,06/10/2010,2011,1609,NA,CAROLINE,NA,ST,NA
53,20680000003,1,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,ERROR: KEY NOT FOUND,Commercial Demolition,ERROR: KEY NOT FOUND,03/20/2013,2014,1612,NA,FANNIN,NA,ST,NA
54,20690000003,1220011,CITY OF HOUSTON,Complete,DEMO BLD/ SEWER DISC,ERROR: KEY NOT FOUND,Commercial Demolition,ERROR: KEY NOT FOUND,03/09/2010,2011,900,NA,LEELAND,NA,ST,NA
55,20720000013,1198887,CITY OF HOUSTON,Complete,DEMO RESIDENCE/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,07/06/2009,2010,2418,NA,PEASE,NA,ST,NA
57,20850000003,1164186,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,ERROR: KEY NOT FOUND,Commercial Demolition,ERROR: KEY NOT FOUND,08/01/2008,2009,1717,NA,FANNIN,NA,ST,NA
58,20910000009,1220342,CITY OF HOUSTON,Complete,DEMO BLD/ SEWER DISC,ERROR: KEY NOT FOUND,Commercial Demolition,ERROR: KEY NOT FOUND,03/12/2010,2011,2300,NA,JEFFERSON,NA,ST,NA
59,21020000001,1209120,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,ERROR: KEY NOT FOUND,Commercial Demolition,ERROR: KEY NOT FOUND,10/15/2009,2010,1217,NA,ST JOSEPH,NA,PK,NA
60,21020000006,1424197,CITY OF HOUSTON,Complete,DEMO COMM/SEWER DISC,ERROR: KEY NOT FOUND,Commercial Demolition,ERROR: KEY NOT FOUND,11/17/2014,2015,1811,NA,SAN JACINTO,NA,ST,NA
61,21150000001,1287509,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Commercial Demolition,ERROR: KEY NOT FOUND,10/17/2011,2012,1918,NA,CHENEVERT,NA,ST,NA
62,21180000009,1299587,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,ERROR: KEY NOT FOUND,Commercial Demolition,ERROR: KEY NOT FOUND,02/16/2012,2013,1800,NA,ST JOSEPH,NA,PK,NA
64,21280000004,1208850,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,ERROR: KEY NOT FOUND,Commercial Demolition,ERROR: KEY NOT FOUND,10/14/2009,2011,2222,NA,PIERCE,NA,ST,NA
65,21470000006,1145575,CITY OF HOUSTON,Complete,RES DEMO / SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,06/09/2008,2009,2111,NA,HUTCHINS,NA,ST,NA
66,21470000009,1126025,CITY OF HOUSTON,Complete,DEMO RES/ SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,06/04/2007,2008,2107,NA,HUTCHINS,NA,ST,NA
67,21470000011,1139635,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,03/24/2008,2009,2210,NA,GRAY,NA,ST,NA
68,21480000003,1389505,CITY OF HOUSTON,Complete,DEMO RES/ SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,02/12/2014,2015,2110,NA,HUTCHINS,NA,ST,NA
69,21580000001,1302264,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,ERROR: KEY NOT FOUND,Commercial Demolition,ERROR: KEY NOT FOUND,03/05/2012,2013,2111,NA,FANNIN,NA,ST,NA
70,21650000012,1391728,CITY OF HOUSTON,Incomplete,DEMO APT/SEWER DISC,ERROR: KEY NOT FOUND,Commercial Demolition,ERROR: KEY NOT FOUND,03/13/2014,2016,2211,NA,HADLEY,NA,ST,NA
72,21660000004,1125797,CITY OF HOUSTON,Complete,DEMO RES/ SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,04/30/2007,2009,2204,NA,HUTCHINS,NA,ST,NA
73,21660000009,1400942,CITY OF HOUSTON,Incomplete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,05/16/2014,2016,2205,NA,ST EMANUEL,NA,ST,BLD A
74,21660000009,1400943,CITY OF HOUSTON,Incomplete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,05/16/2014,2016,2205,NA,ST EMANUEL,NA,ST,NA
75,21730000013,1160593,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,ERROR: KEY NOT FOUND,Commercial Demolition,ERROR: KEY NOT FOUND,07/02/2008,2011,2202,NA,LA BRANCH,NA,ST,NA
76,21730000013,1247130,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,ERROR: KEY NOT FOUND,Commercial Demolition,ERROR: KEY NOT FOUND,10/20/2010,2011,2202,NA,LA BRANCH,NA,ST,NA
77,21780000009,1306114,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,ERROR: KEY NOT FOUND,Commercial Demolition,ERROR: KEY NOT FOUND,04/04/2012,2013,2211,NA,TRAVIS,NA,ST,NA
78,21780000009,1306115,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,ERROR: KEY NOT FOUND,Commercial Demolition,ERROR: KEY NOT FOUND,04/04/2012,2013,2211,NA,TRAVIS,NA,ST,A
79,21830000007,1401520,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,ERROR: KEY NOT FOUND,Commercial Demolition,ERROR: KEY NOT FOUND,05/22/2014,2015,2202,NA,POLK,NA,ST,NA
80,21920000008,1192294,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,04/06/2009,2010,1501,NA,DOWLING,NA,ST,NA
81,22030000001,1229003,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,04/28/2010,2011,908,NA,NAGLE,NA,ST,NA
82,22070000002,1332206,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,11/09/2012,2014,1314,NA,NAGLE,NA,ST,NA
83,22130000005,1310379,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,ERROR: KEY NOT FOUND,Commercial Demolition,ERROR: KEY NOT FOUND,05/30/2012,2013,2712,NA,CAPITOL,NA,ST,NA
84,22190000008,1392400,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,ERROR: KEY NOT FOUND,Commercial Demolition,ERROR: KEY NOT FOUND,03/21/2014,2015,2704,NA,POLK,NA,ST,NA
85,22190000008,1395552,CITY OF HOUSTON,Complete,DEMO BLD/NO SEWER INVOLVED,ERROR: KEY NOT FOUND,Commercial Demolition,ERROR: KEY NOT FOUND,04/07/2014,2015,2704,NA,POLK,NA,ST,BLD B
86,22210000009,1246458,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,10/08/2010,2011,2702,NA,BELL,NA,ST,NA
87,22210000009,1390903,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,03/03/2014,2015,2708,NA,BELL,NA,ST,NA
88,22210000009,1390904,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,03/03/2014,2015,2706,NA,BELL,NA,ST,NA
89,22210000009,1390905,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,03/03/2014,2015,2704,NA,BELL,NA,ST,NA
90,22210000009,1390906,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,03/03/2014,2015,2702,NA,BELL,NA,ST,NA
91,22210000009,1390907,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,03/03/2014,2015,1507,NA,NAGLE,NA,ST,NA
92,22210000009,1390908,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,03/03/2014,2015,1505,NA,NAGLE,NA,ST,NA
93,22220000001,1135755,CITY OF HOUSTON,Complete,DEMO BLD /SEWER DISC,ERROR: KEY NOT FOUND,Commercial Demolition,ERROR: KEY NOT FOUND,02/01/2008,2010,2801,NA,CAPITOL,NA,ST,BLD A
94,22220000001,1215591,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,ERROR: KEY NOT FOUND,Commercial Demolition,ERROR: KEY NOT FOUND,01/06/2010,2011,2801,NA,CAPITOL,NA,ST,NA
95,22330000004,1215589,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,ERROR: KEY NOT FOUND,Commercial Demolition,ERROR: KEY NOT FOUND,01/06/2010,2011,2911,NA,RUSK,NA,ST,NA
96,22410000001,1206021,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,ERROR: KEY NOT FOUND,Commercial Demolition,ERROR: KEY NOT FOUND,09/18/2009,2010,803,NA,ENNIS,NA,ST,NA
97,22500000011,1397009,CITY OF HOUSTON,Complete,DEMO RES / SEWER DISC,ERROR: KEY NOT FOUND,Commercial Demolition,ERROR: KEY NOT FOUND,04/25/2014,2015,3111,NA,POLK,NA,ST,NA
98,22600000004,1199079,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,ERROR: KEY NOT FOUND,Commercial Demolition,ERROR: KEY NOT FOUND,07/08/2009,2010,1315,NA,ROBERTS,NA,ST,NA
99,22620000017,1207401,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,ERROR: KEY NOT FOUND,Commercial Demolition,ERROR: KEY NOT FOUND,09/10/2009,2010,1200,NA,YORK,NA,ST,NA
100,30040000004,1125957,CITY OF HOUSTON,Complete,DEMO RES / SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,05/23/2007,2008,904,NA,SAMPSON,NA,ST,NA
101,30160000002,1164828,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,08/12/2008,2009,412,N,VELASCO,NA,ST,NA
102,30220000003,1260269,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,02/10/2011,2012,2012,NA,NAGLE,NA,ST,BLD B
103,30220000004,1401204,CITY OF HOUSTON,Incomplete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,05/20/2014,2016,2010,NA,NAGLE,NA,ST,NA
104,30220000006,1248919,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,11/02/2010,2011,2007,NA,LIVE OAK,NA,ST,NA
105,30220000006,1248920,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,11/02/2010,2011,2009,NA,LIVE OAK,NA,ST,NA
106,30270000001,1174625,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,12/04/2008,2009,2515,NA,JEFFERSON,NA,ST,NA
107,30290000007,1205968,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,09/21/2009,2010,1615,NA,DOWLING,NA,ST,NA
108,30290000007,1205969,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,09/21/2009,2010,1613,NA,DOWLING,NA,ST,NA
109,30370000002,1427513,CITY OF HOUSTON,Incomplete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,12/23/2014,2016,316,NA,YORK,NA,ST,NA
110,30370000008,1378594,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,11/22/2013,2014,309,NA,SAMPSON,NA,ST,NA
111,30370000011,1373920,CITY OF HOUSTON,Complete,INTERIOR DEMO OF SHEETROCK,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,10/14/2013,2015,3408,NA,GARROW,NA,ST,NA
112,30370000011,1378406,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,11/21/2013,2014,3408,NA,GARROW,NA,ST,NA
113,30370000012,1378400,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,11/21/2013,2014,3411,NA,PRESTON,NA,ST,NA
114,30400000008,1319537,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,08/02/2012,2013,611,NA,SAMPSON,NA,ST,NA
116,30540000009,1214643,CITY OF HOUSTON,Complete,DEMO/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,12/16/2009,2011,803,NA,YORK,NA,ST,NA
117,30570000014,1346681,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,03/18/2013,2014,1119,NA,YORK,NA,ST,NA
118,30610000001,1302579,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,03/08/2012,2013,1514,NA,ENNIS,NA,ST,NA
119,30640000006,1127220,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,10/10/2007,2009,1411,NA,PALMER,NA,ST,NA
120,30640000006,1127221,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,10/10/2007,2009,1409,NA,PALMER,NA,ST,NA
121,30640000010,1292189,CITY OF HOUSTON,Complete,RESIDENTIAL REPAIRS & RE ROOF,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,12/12/2011,2012,3103,NA,CLAY,NA,ST,NA
122,30640000010,1295433,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,01/03/2012,2013,3105,NA,CLAY,NA,ST,NA
123,30710000001,1213329,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,ERROR: KEY NOT FOUND,Commercial Demolition,ERROR: KEY NOT FOUND,11/24/2009,2010,101,NA,PRESTON,NA,ST,NA
125,31090000006,1391364,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC NEEDED,ERROR: KEY NOT FOUND,Commercial Demolition,ERROR: KEY NOT FOUND,03/07/2014,2015,927,NA,DART,NA,ST,NA
126,31090000020,1368423,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISCONNECT,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,09/03/2013,2014,1210,NA,ELDER,NA,ST,NA
127,31390020034,1369377,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,ERROR: KEY NOT FOUND,Commercial Demolition,ERROR: KEY NOT FOUND,09/13/2013,2014,10530,NA,HARTSOOK,NA,ST,NA
128,31450190009,1320249,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,ERROR: KEY NOT FOUND,Commercial Demolition,ERROR: KEY NOT FOUND,08/10/2012,2013,9514,NA,GALVESTON,NA,RD,NA
129,31460210017,1399633,CITY OF HOUSTON,Incomplete,DEMO BLD (STAGE & CANOPY)/NO SEWER DISC NEEDED,ERROR: KEY NOT FOUND,Commercial Demolition,ERROR: KEY NOT FOUND,05/02/2014,2016,9130,NA,GALVESTON,NA,RD,NA
130,31560000002,1235706,CITY OF HOUSTON,Complete,DEMO BLDG/ SEWER DISC,ERROR: KEY NOT FOUND,Commercial Demolition,ERROR: KEY NOT FOUND,06/24/2010,2011,1515,NA,KEENE,NA,ST,NA
131,31560000002,1235751,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,ERROR: KEY NOT FOUND,Commercial Demolition,ERROR: KEY NOT FOUND,06/25/2010,2011,1515,NA,KEENE,NA,ST,NA
134,31640000018,1218878,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,02/23/2010,2011,1604,NA,FULTON,NA,ST,NA
135,31640000019,1244580,CITY OF HOUSTON,Complete,RES DEMO / SEWR DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,09/27/2010,2011,1125,NA,BROOKS,NA,ST,NA
136,31640000020,3,CITY OF HOUSTON,Complete,RES DEMO / SEWR DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,09/27/2010,2011,1125,NA,BROOKS,NA,ST,NA
138,31670000002,1300599,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,02/23/2012,2013,1612,NA,GENTRY,NA,ST,NA
139,31670000006,1126807,CITY OF HOUSTON,Complete,DEMO BLD/ SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,08/22/2007,2008,1003,NA,BROOKS,NA,ST,NA
