,account,permitID,agencyID,permitStatus,desc,stateClass,permitType,propertyType,issueDate,year,siteNo,sitePrefix,siteStreet,siteType,siteSuffix,siteApt
,account,permitID,ERROR: KEY NOT FOUND,ERROR: KEY NOT FOUND,desc,ERROR: KEY NOT FOUND,permitTypeDesc,ERROR: KEY NOT FOUND,issueDate,year,siteNo,sitePrefix,siteStreet,siteType,siteSuffix,siteApt
12736,690790100010,1277318,CITY OF HOUSTON,Complete,DEMO RES /SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,07/07/2011,2012,3838,NA,RUTH,NA,ST,NA
12737,690790100011,1277306,CITY OF HOUSTON,Complete,DEMO RES /SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,07/07/2011,2012,3842,NA,RUTH,NA,ST,NA
12738,690790100012,1277307,CITY OF HOUSTON,Complete,DEMO RES /SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,07/07/2011,2012,3846,NA,RUTH,NA,ST,NA
12739,690790100012,1277308,CITY OF HOUSTON,Complete,DEMO RES/ SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,07/07/2011,2012,3848,NA,RUTH,NA,ST,NA
12740,690790100013,1277309,CITY OF HOUSTON,Complete,DEMO RES /SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,07/07/2011,2012,3850,NA,RUTH,NA,ST,NA
12741,690790100013,1277310,CITY OF HOUSTON,Complete,DEMO RES /SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,07/07/2011,2012,3852,NA,RUTH,NA,ST,NA
12742,690790100014,1277311,CITY OF HOUSTON,Complete,DEMO RES /SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,07/07/2011,2012,3854,NA,RUTH,NA,ST,NA
12743,690790100015,1277312,CITY OF HOUSTON,Complete,DEMO RES /SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,07/07/2011,2012,3858,NA,RUTH,NA,ST,NA
12744,690800010016,1277334,CITY OF HOUSTON,Complete,DEMO RES / SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,07/08/2011,2012,3861,NA,RUTH,NA,ST,NA
12745,690800010017,1277325,CITY OF HOUSTON,Complete,DEMO RES /SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,07/07/2011,2012,3865,NA,RUTH,NA,ST,NA
12746,690800010018,1277324,CITY OF HOUSTON,Complete,DEMO RES /SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,07/07/2011,2012,3869,NA,RUTH,NA,ST,NA
12747,690800010019,1277323,CITY OF HOUSTON,Complete,DEMO RES /SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,07/07/2011,2012,3873,NA,RUTH,NA,ST,NA
12748,690800020032,1277313,CITY OF HOUSTON,Complete,DEMO RES /SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,07/07/2011,2012,3862,NA,RUTH,NA,ST,NA
12749,690800020033,1277329,CITY OF HOUSTON,Complete,DEMO RES / SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,07/08/2011,2012,3866,NA,RUTH,NA,ST,NA
12750,690800020036,1277305,CITY OF HOUSTON,Complete,DEMO RES / SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,07/07/2011,2012,3870,NA,RUTH,NA,ST,NA
12751,690800020037,1277315,CITY OF HOUSTON,Complete,DEMO RES /SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,07/07/2011,2012,3874,NA,RUTH,NA,ST,NA
